	genome ID	description	path	MD5 hash	genome length
103	104	MWOH01000010.1 Pectobacterium versatile strain Ecc71 NODE_10_length_31225_cov_278.85, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_002983505.1_ASM298350v1_genomic.fna	f65b7e8f4103e2bac172e8ac2b6b8beb	4925135
104	105	CP024842.1 Pectobacterium versatile strain 3-2 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003031305.1_ASM303130v1_genomic.fna	380d60e170833cd559400b31fe697471	4975878
105	106	CP023467.1 Dickeya dadantii strain DSM 18020 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003049785.1_ASM304978v1_genomic.fna	871deee7e4ddf70ca2055eb0b6cc62f4	4997541
106	107	CP023484.1 Dickeya sp. Secpp 1600 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003049805.1_ASM304980v1_genomic.fna	5cfb1f4b5290218a6df055ec9a6ad1f6	5108113
107	108	KZ818945.1 Brenneria nigrifluens strain LMG 2694 genomic scaffold scaffold1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003115835.1_ASM311583v1_genomic.fna	ea4d768f65a6b32a1032492de55d426f	4844186
108	109	KZ819022.1 Brenneria roseae subsp. roseae strain LMG 27714 genomic scaffold scaffold1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003115845.1_ASM311584v1_genomic.fna	120b60f7cae5fd761f6d8280228d18a4	4508067
109	110	KZ819071.1 Brenneria sp. CFCC 11842 genomic scaffold scaffold1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003115855.1_ASM311585v1_genomic.fna	e2a997ab261e469ce055c566c4e4177a	5236926
110	111	PYUO01000001.1 Pectobacterium peruviense strain A97-S13-F16 Pectobacterium_peruviense_A97-S13-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003312345.1_ASM331234v1_genomic.fna	939a6f762323cd9feb8a1c98a3588965	4755191
111	112	PYUP01000001.1 Pectobacterium peruviense strain A350-S18-N16 Pectobacterium_peruviense_A350-S18-N16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003312355.1_ASM331235v1_genomic.fna	c062e85e66aa0a44d6cb27607117c8d3	4871019
112	113	QNRY01000001.1 Brenneria salicis ATCC 15712 = DSM 30166 Ga0244580_101, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003315515.1_ASM331551v1_genomic.fna	f7883b0ab62177bdaf73c5c646496ee5	3907359
113	114	CP086253.1 Pectobacterium aquaticum strain A212-S19-A16 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382565.3_ASM338256v3_genomic.fna	f8ec33d599fcbdbf0b2d1595dba0a58c	4464425
114	115	QHJT02000001.1 Pectobacterium aquaticum strain A105-S21-F16 Pectobacterium_aquaticum_A105-S21-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382585.2_ASM338258v2_genomic.fna	f778826c71d8010ed420728efb42e5f6	4310812
115	116	QHJU02000001.1 Pectobacterium aquaticum strain A104-S21-F16 Pectobacterium_aquaticum_A104-S21-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382595.2_ASM338259v2_genomic.fna	e8ae5a1b4d1922cd602225d8e6deb0eb	4395676
116	117	QHJV02000001.1 Pectobacterium aquaticum strain A101-S19-F16 Pectobacterium_aquaticum_A101-S19-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382625.2_ASM338262v2_genomic.fna	8acad87b55adc7e278d7a18e60cf3871	4274151
117	118	QHJW02000001.1 Pectobacterium aquaticum strain A35-S23-M15 Pectobacterium_aquaticum_A35-S23-M15_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382645.2_ASM338264v2_genomic.fna	405c1168a964e58ad0344b54d6e93be5	4467243
118	119	QHJS02000001.1 Pectobacterium aquaticum strain A127-S21-F16 Pectobacterium_aquaticum_A127-S21-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003382655.2_ASM338265v2_genomic.fna	b43a02a146c1699ef4122962481ac309	4465102
119	120	BGPS01000001.1 Pectobacterium carotovorum subsp. carotovorum RMIT1 DNA, DMG1700369_cg_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003402555.1_Sfl_assembly01_genomic.fna	4680f677ddc4354a94c7e85f65fc8ea8	4995997
120	121	CP031560.1 Dickeya dianthicola strain ME23 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003403135.1_ASM340313v1_genomic.fna	a34a5f21172275bd058dbcce75805e29	4909058
121	122	CP023009.1 Lonsdalea britannica strain 477 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003515985.1_ASM351598v1_genomic.fna	e2c317aee648a58992cdcfcd7afe681e	4015569
122	123	CP021894.1 Pectobacterium versatile strain SCC1 chromosome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003571485.1_ASM357148v1_genomic.fna	a0dba9666b6c0abf31237c18187ed41d	4980322
123	124	PEMZ01000001.1 Dickeya solani strain IFB_0221 CTB90_contig000001, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003600975.1_ASM360097v1_genomic.fna	cebc0d3d45a32e26431121e81ca96380	4878255
124	125	PENA01000001.1 Dickeya solani strain IFB_0158 CS559_contig000001, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003600995.1_ASM360099v1_genomic.fna	856d407236dd7f91a26212d9ef44e2ac	4879070
125	126	PSZG01000001.1 Pectobacterium parmentieri strain IFB5626 IFB5626_ctg0001, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628015.1_ASM362801v1_genomic.fna	0668a1d9f9d94c432e5a871776f95551	5059731
126	127	CP026977.1 Pectobacterium parmentieri strain IFB5408 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628575.1_ASM362857v1_genomic.fna	80229dc4f76b68f45c79ac82f9ee261e	5022017
127	128	CP026981.1 Pectobacterium parmentieri strain IFB5485 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628595.1_ASM362859v1_genomic.fna	8a1dc9c51b61a2cf064e21cc5fbd49f0	4885249
128	129	CP026986.1 Pectobacterium parmentieri strain IFB5623 chromosome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628615.1_ASM362861v1_genomic.fna	cf7cc9f265e9f75da79e3abc1b6d81e2	5006798
129	130	CP026979.1 Pectobacterium parmentieri strain IFB5432 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628635.1_ASM362863v1_genomic.fna	afa8b57f8f89b1cda3c6128b226dff91	5010533
130	131	CP026980.1 Pectobacterium parmentieri strain IFB5441 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628655.1_ASM362865v1_genomic.fna	7a081693410fccd9c7618ea8916b752f	5082177
131	132	CP026982.1 Pectobacterium parmentieri strain IFB5486 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628675.1_ASM362867v1_genomic.fna	55e0d842871ce37dce06cdbac4f38ab3	5038122
132	133	CP026983.1 Pectobacterium parmentieri strain IFB5604 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628695.1_ASM362869v1_genomic.fna	f9393ef0c0d3a04180eed798635d4bf7	4877201
133	134	CP026984.1 Pectobacterium parmentieri strain IFB5605 chromosome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628715.1_ASM362871v1_genomic.fna	cfe78953e34dd97389c23ff554bbc175	5040694
134	135	CP026985.1 Pectobacterium parmentieri strain IFB5619 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628735.1_ASM362873v1_genomic.fna	722e1ccd0a6ae8a0660f84606e2bf500	4959302
135	136	CP020872.1 Dickeya fangzhongdai strain PA1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003628775.1_ASM362877v1_genomic.fna	cf96ba6347b258e0621a453c6ff6a08a	4979223
136	137	CP024710.1 Dickeya solani strain IFB0223 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003718335.1_ASM371833v1_genomic.fna	dd7fce36359573f60588255212e34657	4937554
137	138	RJLS01000001.1 Dickeya undicola strain FVG10-MFV-A16 Dickeya_sp._FVG10-MFV-A16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003725575.1_ASM372557v1_genomic.fna	1a4996480252a7917ddd5e0ff6618efe	4542143
138	139	RJLR01000001.1 Dickeya undicola strain FVG1-MFV-O17 Dickeya_sp._FVG1-MFV-O17_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003725615.1_ASM372561v1_genomic.fna	d4b34e0fdf686422fbcfb362a683b855	4613716
139	140	CP034276.1 Pectobacterium versatile strain 14A chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003932035.1_ASM393203v1_genomic.fna	d8e857ada5213d38bd5d10ab85a83e3e	5009413
140	141	CP065031.1 Pectobacterium brasiliense strain F126 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003990515.2_ASM399051v2_genomic.fna	3d11a2db1a5393f76bb6a522058b6a96	5052362
141	142	CP027260.1 Pectobacterium parmentieri strain IFB5427 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_003992745.1_ASM399274v1_genomic.fna	feddb23933713d44b2ad03fb6680fac3	5227302
142	143	QETE01000001.1 Pectobacterium zantedeschiae strain PC2 scaffold00001, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004137785.1_ASM413778v1_genomic.fna	fa24ce1821e188e536b3d4b23acac961	5094003
143	144	CM014773.1 Pectobacterium zantedeschiae strain 9M plasmid p9M_1, complete sequence, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004137795.1_ASM413779v1_genomic.fna	34140cfa6d055e5772c21a0c7110fde6	5055999
144	145	PESL01000001.1 Pectobacterium zantedeschiae strain 2M scaffold_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004137815.1_ASM413781v1_genomic.fna	82b25ffac844660d4ba0b971fa6e8e83	4985156
145	146	RMBS01000001.1 Pectobacterium versatile strain CFBP1552 Pectobacterium_sp._CFBP1552_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296665.1_ASM429666v1_genomic.fna	d0470f8a5f2cf835ea4b5619627e509b	4934970
146	147	RMBR01000001.1 Pectobacterium versatile strain A75-S21-O15 Pectobacterium_sp._A75-S21-O15_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296675.1_ASM429667v1_genomic.fna	45e6577660c7940b1239fc9fdeb188a2	4957380
147	148	RMBU01000001.1 Pectobacterium versatile strain CFBP6051 Pectobacterium_sp._CFBP6051_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296685.1_ASM429668v1_genomic.fna	68649d4a3b492233b27fb77dea3e9ae0	4949375
148	149	RMBP01000001.1 Pectobacterium versatile strain A67-S18-O15 Pectobacterium_sp._A67-S18-O15_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296715.1_ASM429671v1_genomic.fna	4b9d6f1490ba3c1827b6d7c388c197cf	4965960
149	150	RMBQ01000001.1 Pectobacterium versatile strain A69-S13-O15 Pectobacterium_sp._A69-S13-O15_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296725.1_ASM429672v1_genomic.fna	70a1a49209e59b3669936331cb252724	4887126
150	151	RMBT01000001.1 Pectobacterium versatile strain CFBP5663 Pectobacterium_sp._CFBP5663_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_004296765.1_ASM429676v1_genomic.fna	1c4b321d33a1a5fceabd8c7fd31d63cc	5101804
151	152	CP034036.1 Brenneria nigrifluens DSM 30175 = ATCC 13028 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_005484965.1_ASM548496v1_genomic.fna	a1d66c65abe30f956d416c15fcc3c386	4891702
152	153	RJTN01000001.1 Pectobacterium polonicum strain DPMP315 scaffold_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_005497185.1_ASM549718v1_genomic.fna	810101adda4c96467d9e0d4272b5f4e4	4836128
153	154	SZVX01000001.1 Dickeya sp. ws52 WS52_Scf_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_007210685.1_ASM721068v1_genomic.fna	81decb8944851b65e9f4b12ad357c616	4744455
154	155	CP042220.2 Dickeya poaceiphila strain NCPPB 569 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_007858975.2_ASM785897v2_genomic.fna	6bcc033ea98b9dbfc412c4af1398430d	4317154
155	156	ML762920.1 Dickeya sp. ZYY5 genomic scaffold scaffold1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009372235.1_ASM937223v1_genomic.fna	bdae1ea396a14fdc9faaceac02d354da	4587177
156	157	CP092460.1 Dickeya fangzhongdai strain AP6 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009873225.2_ASM987322v2_genomic.fna	04b37d864c6e0167155d29c9752340b3	5180547
157	158	CP047495.1 Pectobacterium brasiliense strain 1692 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009873295.1_ASM987329v1_genomic.fna	722a3b35de7b91c5309c6f09ac141ade	4851982
158	159	CP034236.1 Pectobacterium carotovorum subsp. carotovorum strain BP201601.1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931195.1_ASM993119v1_genomic.fna	efd3fdda917f5b5645f0e53d02701408	4853176
159	160	CP034237.1 Pectobacterium carotovorum subsp. carotovorum strain JR1.1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931215.1_ASM993121v1_genomic.fna	c5a6ba676f15d6252edeca92ffd4fb1b	4872902
160	161	CP034938.1 Pectobacterium odoriferum strain JK2.1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931295.1_ASM993129v1_genomic.fna	245e75bbfd4771df9233056b9bde06e4	5100258
161	162	CP046376.1 Pectobacterium parmentieri strain HC chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931535.1_ASM993153v1_genomic.fna	91db07ee9829c6e66ffdd3a10eeda686	5208618
162	163	CP046380.1 Pectobacterium brasiliense strain HNP201719 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931555.1_ASM993155v1_genomic.fna	b5a3073c219493e9953bc27d44de4dad	4724337
163	164	CP046377.1 Pectobacterium parvum strain PZ1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_009931575.1_ASM993157v1_genomic.fna	a665e09f30dc6da1a67c5531614015f0	4994870
164	165	CP033622.1 Dickeya zeae strain CE1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_012278555.1_ASM1227855v1_genomic.fna	799db0b14773ace7bd3663614718d0b5	4714731
165	166	CP038498.1 Pectobacterium punjabense strain SS95 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_012427845.1_ASM1242784v1_genomic.fna	386df66ce70b31016b4328d64efa1c8a	4793778
166	167	CP051457.1 Dickeya solani strain IFB0167 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013334125.1_ASM1333412v1_genomic.fna	12b711c48ee95d49c2a31ab2f073fbcc	4922289
167	168	CP051458.1 Dickeya solani strain IFB0231 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013334145.1_ASM1333414v1_genomic.fna	aa7a3110272caeffcb9becf67414c212	4924702
168	169	CP051459.1 Dickeya solani strain IFB0417 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013334165.1_ASM1333416v1_genomic.fna	2b50da9f7a18e48c6ee35eb83f7753d7	4924102
169	170	CP051460.1 Dickeya solani strain IFB0421 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013334185.1_ASM1333418v1_genomic.fna	7dd502d9a7491b0de02a8cf8c61abe1a	4934537
170	171	JACDRZ010000001.1 Pectobacterium carotovorum strain CFBP1402 Pectobacterium_carotovorum_CFBP1402_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449385.1_ASM1344938v1_genomic.fna	fe6fc5dbcfb24506edeacbf1f6510f3f	4667513
171	172	JACDRX010000001.1 Pectobacterium carotovorum strain CFBP7347 Pectobacterium_carotovorum_CFBP7347_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449395.1_ASM1344939v1_genomic.fna	9743f1b3e938227baba16187d330d07e	4694461
172	173	JACDSA010000001.1 Pectobacterium carotovorum strain CFBP8734 Pectobacterium_carotovorum_CFBP8734_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449415.1_ASM1344941v1_genomic.fna	63fe5576ceb30d0f97bd8cad3ec71ea0	4702111
173	174	JACDSC010000001.1 Pectobacterium brasiliense strain CFBP5381 Pectobacterium_brasiliense_CFBP5381_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449475.1_ASM1344947v1_genomic.fna	05c62ad31a118cd86bc3c7799a3d843d	4600084
174	175	JACDSD010000001.1 Pectobacterium brasiliense strain CFBP3230 Pectobacterium_brasiliense_CFBP3230_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449485.1_ASM1344948v1_genomic.fna	a430c3a58510a02ef4d6040dc63e537f	4850518
175	176	JACDRY010000001.1 Pectobacterium carotovorum strain CFBP6074 Pectobacterium_carotovorum_CFBP6074_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449495.1_ASM1344949v1_genomic.fna	6dd0ec5de67d402ff1d8f1efe1d3611d	4691819
176	177	JACDSB010000001.1 Pectobacterium brasiliense strain CFBP7357 Pectobacterium_brasiliense_CFBP7357_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449535.1_ASM1344953v1_genomic.fna	e326cf7030e3add441daabc163775bd2	4805970
177	178	JACDRS010000001.1 Pectobacterium versatile strain CFBP6698 Pectobacterium_versatile_CFBP6698_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449605.1_ASM1344960v1_genomic.fna	0f8a375872e24e3f49a58f5205927fc9	4963578
178	179	JACDRT010000001.1 Pectobacterium versatile strain CFBP5669 Pectobacterium_versatile_CFBP5669_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449655.1_ASM1344965v1_genomic.fna	b7548a2f102fe92764434518c68d09fa	4960228
179	180	JACDRU010000001.1 Pectobacterium versatile strain CFBP5378 Pectobacterium_versatile_CFBP5378_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013449675.1_ASM1344967v1_genomic.fna	9a997fc97ab17b1f63281d9efe8fc10e	4942943
180	181	JACDRW010000001.1 Pectobacterium odoriferum strain CFBP8735 Pectobacterium_odoriferum_CFBP8735_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013450045.1_ASM1345004v1_genomic.fna	1214d7a9994bb48d82258b3891057165	4974102
181	182	CP051652.1 Pectobacterium carotovorum strain WPP14 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_013488025.1_ASM1348802v1_genomic.fna	ab28b184c840e0d059ada21fb16057ea	4892225
182	183	JACJFR010000001.1 Pectobacterium carotovorum subsp. carotovorum strain BL-4 NODE_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014164815.1_ASM1416481v1_genomic.fna	f42a3ad9d6218dd119616629a58f87eb	4830857
183	184	BMJF01000001.1 Dickeya fangzhongdai CGMCC 1.15464 DNA, sequence01, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014642955.1_ASM1464295v1_genomic.fna	fa422ea18ea4175dd285773912f86993	4966943
184	185	CP031505.1 Dickeya fangzhongdai strain LN1 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014854755.1_ASM1485475v1_genomic.fna	e8f80de86485851267c0593634303aa1	5032443
185	186	CP031507.1 Dickeya fangzhongdai strain QZH3 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014854775.1_ASM1485477v1_genomic.fna	8f1f7a35fbafe485dc79609605982a4e	5032438
186	187	CP051429.1 Dickeya dianthicola strain 67-19 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014893095.1_ASM1489309v1_genomic.fna	aad961224e248b9cf2e0e698c222e66f	4851809
187	188	CP065177.1 Pectobacterium quasiaquaticum strain A477-S1-J17 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946775.2_ASM1494677v2_genomic.fna	ff043174c1302ac0512d21a36734c9cb	4469125
188	189	JACYTG010000001.1 Pectobacterium quasiaquaticum strain A113-S21-F16 P.quasiaquaticum_A113-S21-F16_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946805.1_ASM1494680v1_genomic.fna	4d163ea9a6c0334fe5f75693555feba4	4421657
189	190	CP065178.1 Pectobacterium quasiaquaticum strain A398-S21-F17 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946825.2_ASM1494682v2_genomic.fna	df089fbf2d82fb0f6d75da79cffdf848	4321692
190	191	JACYTK010000001.1 Pectobacterium quasiaquaticum strain A535-S3-A17 P._quasiaquaticum_A535-S3-A17_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946835.1_ASM1494683v1_genomic.fna	7387042601cc89d1081666fa038abfa0	4334305
191	192	JACYTI010000001.1 Pectobacterium quasiaquaticum strain A411-S4-F17 P._quasiaquaticum_A411-S4-F17_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946845.1_ASM1494684v1_genomic.fna	790dd04df087633b233407ee32e7ea4c	4301740
192	193	JACYTM010000001.1 Pectobacterium quasiaquaticum strain FL60-S17 P._quasiaquaticum_FL60-S17_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946865.1_ASM1494686v1_genomic.fna	61f425afd1a78751ba1049ba8d634055	4286319
193	194	JACYTL010000001.1 Pectobacterium quasiaquaticum strain FL63-S17 P._quasiaquaticum_FL63-S17_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_014946905.1_ASM1494690v1_genomic.fna	f01d0ecfeddd0b01af5d33c12717ba87	4267445
194	195	CP065946.1 Pectobacterium parmentieri strain WC19161 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016126895.1_ASM1612689v1_genomic.fna	56b255cda808d51363cee84d9767114d	4990747
195	196	JAEKIN010000001.1 Dickeya solani strain CH9918-774 Dickeya_solani_CH9918-774_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016404885.1_ASM1640488v1_genomic.fna	8fb9f2ea72dbc2704beb0c246a01f0b9	4881636
196	197	JAEKIO010000001.1 Dickeya solani strain CH05026 Dickeya_solani_CH05026_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016404895.1_ASM1640489v1_genomic.fna	6c433b45e459284a614f676effcd61ce	4874174
197	198	JAEKIP010000001.1 Dickeya solani strain CH07044 Dickeya_solani_CH07044_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016404925.1_ASM1640492v1_genomic.fna	8ebcaa9f9a0b80bc7852b71aa3a2051d	4878125
198	199	JAEKIM010000001.1 Dickeya solani strain CH9635-1 Dickeya_solani_CH9635-1_contig_1, whole genome shotgun sequence	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016404945.1_ASM1640494v1_genomic.fna	98af36a5e310a7f146fc0096b9e2bc80	4872960
199	200	CP051628.1 Pectobacterium versatile strain MYP201603 chromosome, complete genome	/mnt/storage/eastbio_storage/pectobacteriaceae/data/pectobact/genomes/GCA_016495705.1_ASM1649570v1_genomic.fna	780630968fe7add35f27876849c24f1d	5079237
