,Genome,Genus,Species,AA10,AA3,CBM0,CBM13,CBM18,CBM3,CBM32,CBM4,CBM48,CBM5,CBM50,CBM63,CBM67,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH106,GH108,GH113,GH12,GH121,GH127,GH13,GH140,GH146,GH148,GH15,GH153,GH154,GH16,GH18,GH19,GH2,GH23,GH24,GH25,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH37,GH38,GH39,GH4,GH42,GH43,GH5,GH51,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT102,GT11,GT111,GT14,GT19,GT2,GT20,GT21,GT24,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL0,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
168,GCA_009873535.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,7,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
169,GCA_014164815.1,Pectobacterium,carotovorum subsp. carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,2,1,1,3,0,1,0,1,1,1,0,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
170,GCA_007210685.1,Dickeya,sp. ws52,0,0,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,1,0,0,4,3,0,1,1,1,1,0,0,0,0,1,2,1,0,1,0,0,2,1,1,1,0,0,0,1,2,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,8,1,0,0,1,1,0,2,0,0,2,3
171,GCA_002846995.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,6,0,0,1,4,3,1,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,1,1,3
172,GCA_021614795.1,Dickeya,zeae,0,0,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,1,1,0,3,1,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,1,0,0,3,3,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,10,0,0,0,0,1,1,1,0,2,14,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,0,2,0,1,2,3
173,GCA_018094745.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,1,2,3,1,1,3,0,1,0,2,0,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
174,GCA_003269495.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,7,2,0,0,0,1,1,1,0,0,7,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
175,GCA_922030705.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,1,2,5,0,1,3,0,1,0,1,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
176,GCA_024342785.1,Pectobacterium,carotovorum subsp. carotovorum,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,9,3,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,2,1,1,1,3,0,1,0,1,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
177,GCA_001742145.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,1,6,1,0,3,1,1,1,0,1,2,2,0,8,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,1,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,3,1,0,1,0,0,0,2,1,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,6,0,1,3,0,1,0,2,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,1,1,2
178,GCA_922019785.1,Pectobacterium,versatile,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,1,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
179,GCA_009931295.1,Pectobacterium,odoriferum,0,1,0,1,0,1,1,0,2,1,5,1,0,1,1,1,1,0,0,2,1,0,7,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,10,3,0,0,4,3,0,0,2,1,1,0,1,0,3,1,1,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,7,0,0,0,1,1,1,1,0,2,5,1,1,3,0,1,0,1,1,1,1,3,0,0,5,0,0,0,2,1,1,2,0,1,1,2
180,GCA_013913585.1,Pectobacterium,aroidearum,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,1,0,0,5,3,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,8,0,0,0,0,1,1,1,1,2,2,1,1,3,0,1,0,5,1,1,0,3,0,0,6,0,0,0,2,1,1,2,1,0,1,2
181,GCA_003269665.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,5,2,0,0,0,1,1,1,0,0,8,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
182,GCA_022507325.1,Pectobacterium,atrosepticum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,3,0,1,1,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,1,1,1,1,1,2,5,1,1,5,0,1,0,2,1,1,0,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
183,GCA_000754715.1,Pectobacterium,odoriferum,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,0,2,1,0,9,1,1,1,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,10,4,0,0,4,2,0,0,2,1,0,0,1,0,3,1,1,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,6,1,1,3,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
184,GCA_000808455.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
185,GCA_922035905.1,Pectobacterium,versatile,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,2,0,0,3,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,1,2,3,0,1,3,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
186,GCA_018728555.1,Pectobacterium,punjabense,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,1,0,0,4,3,0,1,1,1,1,0,1,0,0,2,3,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,10,0,0,0,0,1,1,1,1,2,2,0,1,3,0,1,0,1,0,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
187,GCA_000784735.1,Dickeya,undicola,0,1,0,0,0,0,1,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,6,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,4,0,0,0,3,3,0,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,0,2,0,0,1,3
188,GCA_016950255.1,Pectobacterium,brasiliense,0,1,0,1,0,1,1,0,2,1,7,1,0,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,2,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,1,1,1,3,0,1,0,1,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
189,GCA_000400795.1,Dickeya,solani IPO 2222,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,2,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,4
190,GCA_000749905.1,Pectobacterium,atrosepticum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,10,0,0,0,4,3,0,1,1,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,1,1,1,0,2,5,0,1,3,0,1,0,1,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
191,GCA_013339795.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
192,GCA_016126895.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,1,6,1,0,3,1,1,1,0,1,2,2,0,7,1,1,0,2,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,5,1,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,1,10,0,0,0,1,1,1,1,0,3,7,0,1,3,0,1,0,1,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,1,1,2
193,GCA_023272715.1,Pectobacterium,sp. 21LCBS03,0,1,0,1,0,1,3,0,2,1,6,1,0,1,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,1,1,2
194,GCA_022747825.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
195,GCA_000975305.1,Dickeya,dianthicola RNS04.9,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,2,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
196,GCA_016106925.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
197,GCA_018904205.1,Dickeya,dadantii,0,1,0,0,0,0,1,0,3,2,6,1,0,2,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,6,2,0,1,5,3,1,1,1,2,1,0,0,0,0,1,3,1,0,1,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,1,15,0,0,0,0,1,1,1,0,2,5,1,1,5,0,1,0,0,1,1,0,4,0,0,8,0,0,0,0,0,1,2,1,1,1,3
198,GCA_000769535.1,Pectobacterium,odoriferum,0,1,0,0,0,1,1,0,1,1,6,1,0,1,1,1,1,0,0,2,1,0,8,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,5,2,0,0,4,2,0,1,2,1,0,0,1,0,3,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,1,0,3,1,0,3,0,1,0,2,1,1,1,4,0,0,5,0,0,0,2,1,0,2,0,1,0,1
199,GCA_000294535.1,Pectobacterium,carotovorum subsp. carotovorum PCC21,0,1,0,1,0,1,3,0,2,1,6,1,0,1,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,2,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,1,1,2
200,GCA_020297385.1,Pectobacterium,brasiliense,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,11,1,1,1,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,8,3,0,0,4,2,0,1,2,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,2,0,1,3,0,1,0,2,1,1,0,4,0,0,6,0,1,0,2,1,1,2,0,0,1,2
201,GCA_016949275.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,10,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
202,GCA_922011615.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,1,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
203,GCA_026891395.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,3,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
204,GCA_003269855.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,2,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,6,2,0,0,0,1,1,1,0,0,8,0,0,3,0,1,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
205,GCA_013168475.1,Dickeya,dadantii,0,1,0,0,0,0,1,0,2,2,5,1,0,0,1,1,0,0,1,2,1,0,3,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,1,0,1,4,3,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,10,0,0,0,0,1,1,1,0,1,5,1,1,3,0,0,0,0,1,1,0,1,0,0,6,0,0,0,1,1,0,1,0,0,1,2
206,GCA_922014665.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,2,5,0,1,3,0,1,0,1,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
207,GCA_001038675.1,Pectobacterium,brasiliense ICMP 19477,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,1,1,0,10,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,10,1,0,0,4,2,0,1,1,1,1,0,1,0,3,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,2,1,1,3,0,1,0,2,1,1,0,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
208,GCA_016944435.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,2,1,1,2,0,1,2,1,1,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,1,1,2
209,GCA_000757625.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,2,0,8,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,1,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0,1,10,0,0,0,0,1,1,1,0,2,5,0,1,3,0,1,0,2,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,0,1,2
210,GCA_016949875.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
211,GCA_016949145.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,5,0,0,6,0,0,0,2,1,0,2,0,0,1,2
212,GCA_022748365.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
213,GCA_016949855.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,1,2,3,1,1,3,0,1,0,2,1,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
214,GCA_003595075.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,4,0,0,0,1,1,1,1,0,0,2,3
215,GCA_003725575.1,Dickeya,undicola,0,1,0,0,0,0,1,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,4,0,0,0,3,3,0,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,0,1,0,0,1,3
216,GCA_016949835.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
217,GCA_016944295.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,2,1,1,2,0,1,2,1,1,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,1,1,2
218,GCA_022507285.1,Pectobacterium,carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,1,2,2,1,1,3,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
219,GCA_002804265.1,Pectobacterium,atrosepticum,0,1,0,1,0,1,1,0,2,1,6,1,0,1,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,9,0,0,0,4,3,0,1,1,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,10,0,0,0,1,1,1,1,1,2,5,1,1,5,0,1,0,2,1,1,0,4,0,0,6,0,0,0,2,1,1,2,0,1,1,2
